,Report ID,Date Reported,Accident Type,Location,Claim Amount (USD),Claim Status,Policy Holder's Age,Vehicle Age,Incident Severity,Incident Report
143,RPT67890,2023-04-15,Vehicle Collision,Los Angeles,15000,Under Review,34,5.0,Medium,"Two cars collided at an intersection due to a failed traffic light. Minor injuries were reported, and both vehicles sustained significant damage."
144,RPT12345,2023-04-10,Natural Disaster,Miami,25000,Submitted,45,,High,"A severe hurricane damaged the roof and windows of the policy holder's home, leading to extensive property damage and the need for urgent repairs."
145,RPT67890,2023-04-15,Vehicle Collision,Los Angeles,12000,Under Review,34,5.0,Medium,"A collision occurred at a busy intersection between the policy holder's car and another vehicle, resulting in significant damage to the front end of the policy holder's vehicle."
146,RPT12345,2023-04-20,Natural Disaster,Miami,25000,Submitted,47,,High,"A hurricane caused significant damage to the policy holder's home, including broken windows and roof damage."
147,RPT67890,2023-04-15,Vehicle Collision,San Francisco,15000,Under Review,34,5.0,Medium,"Two cars collided at an intersection due to a failure of one driver to stop at a red light, resulting in significant damage to both vehicles."
148,RPT12345,2023-04-20,Property Damage,Miami,8000,Submitted,29,,Low,"A tree fell on a policyholder's home during a strong storm, causing damage to the roof and one of the walls."
149,RPT67890,2023-04-15,Vehicle Collision,Los Angeles,12000,Under Review,34,5.0,Medium,"Two cars collided at an intersection due to a failure to stop at a red light, resulting in significant damage to both vehicles."
150,RPT12345,2023-04-20,Natural Disaster,Miami,25000,Submitted,47,,High,"A severe hurricane caused extensive damage to the policyholder's home, including broken windows and a compromised roof structure."
151,RPT67890,2023-03-15,Vehicle Collision,San Francisco,12000,Under Review,34,5.0,Medium,"While driving on a busy intersection, the policyholder was hit from the side by another vehicle failing to stop at a red light, causing significant damage to the car."
152,RPT34567,2023-04-20,Natural Disaster,Miami,25000,Submitted,47,,High,"A sudden hurricane caused extensive damage to the policyholder's home, including broken windows and roof damage. Immediate assistance required."
153,RPT45678,2023-04-15,Vehicle Collision,Los Angeles,15000,Under Review,34,5.0,Medium,Two vehicles collided at a busy intersection due to a failed traffic signal. Minor injuries reported and both vehicles sustained significant damages.
154,RPT12345,2023-04-10,Natural Disaster,Miami,25000,Submitted,45,,High,"A category 4 hurricane damaged the policyholder's home and vehicle. Significant property damage reported, with no personal injuries."
155,RPT67890,2023-04-15,Vehicle Collision,Los Angeles,15000,Under Review,34,5.0,Medium,Two vehicles were involved in a collision at a city intersection. Minor injuries were reported. Both vehicles sustained significant damage.
156,RPT12345,2023-04-10,Natural Disaster,Miami,25000,Submitted,45,,High,"A Category 4 hurricane caused significant property damage, including broken windows and roof damage. No personal injuries were reported."
157,RPT67890,2023-04-15,Vehicle Collision,Los Angeles,15000,Under Review,34,5.0,Medium,"Two vehicles collided at a busy intersection, resulting in damage to both cars' front ends. No serious injuries were reported, but medical checks were recommended."
158,RPT12345,2023-04-20,Natural Disaster,Miami,25000,Submitted,45,,High,"A severe hurricane caused extensive damage to the policyholder's home, including broken windows, roof damage, and flooding. Immediate evacuation was required."
159,RPT67890,2023-05-15,Vehicle Collision,Los Angeles,10000,Under Review,34,5.0,Medium,"While driving on a busy highway, the policyholder's car was rear-ended by another vehicle, causing significant damage to the rear bumper and trunk area. No serious injuries were reported."
160,RPT12345,2023-04-20,Natural Disaster,Miami,25000,Submitted,47,,High,"A severe hurricane caused extensive damage to the policyholder's home, including roof destruction and flooding. Immediate repair and restoration are necessary to prevent further damage."
161,RPT67890,2023-04-15,Vehicle Collision,Los Angeles,15000,Under Review,34,5.0,Medium,"While driving on the highway, the policyholder was involved in a collision with another vehicle. The policyholder's car sustained significant damage to the front and sides. No serious injuries were reported."
162,RPT12345,2023-04-10,Personal Injury,Chicago,22000,Submitted,45,,High,"During a morning walk, the policyholder slipped on ice, resulting in a broken leg and several minor injuries. Immediate medical attention was required."
163,RPT67890,2023-04-15,Vehicle Collision,New York,15000,Under Review,34,5.0,Medium,"While driving to work, the policyholder was involved in a collision with another vehicle at an intersection. Minor injuries were reported, and significant damage was done to the vehicle's front."
164,RPT12345,2023-04-10,Natural Disaster,San Francisco,25000,Submitted,47,,High,"The policyholder's home was severely damaged due to an unexpected earthquake, causing structural damage and loss of personal property."
165,RPT67890,2023-04-12,Vehicle Collision,New York City,15000,Under Review,34,5.0,Medium,"Involved in a rear-end collision during rush hour traffic. Both vehicles sustained significant damage, but no serious injuries were reported."
166,RPT12345,2023-04-10,Natural Disaster,Miami,50000,Submitted,51,,High,"A hurricane caused significant damage to the policyholder's home and property, including uprooted trees and water damage."
167,RPT67890,2023-03-15,Vehicle Collision,San Francisco,7500,Under Review,29,5.0,Medium,"The policyholder was involved in a rear-end collision at a traffic light, causing significant damage to the vehicle's rear."
168,RPT12345,2023-04-10,Natural Disaster,Miami,20000,Submitted,47,,High,"A hurricane damaged the policyholder's home and vehicle. The roof was torn off, and the vehicle was submerged in floodwaters."
169,RPT67890,2023-04-12,Vehicle Collision,Los Angeles,15000,Under Review,34,5.0,Medium,"Two cars collided at an intersection due to a failure to yield right of way. Minor injuries were reported, and both vehicles sustained significant damage."
170,RPT12345,2023-04-15,Natural Disaster,Miami,25000,Submitted,47,,High,"A hurricane caused extensive damage to the policyholder's home, including broken windows, roof damage, and flooding in the basement."
171,RPT67890,2023-03-22,Vehicle Collision,Los Angeles,12000,Under Review,34,5.0,Medium,"While driving on a busy intersection, the policyholder was involved in a collision with another vehicle, resulting in significant damage to the front bumper and engine area."
172,RPT12345,2023-04-05,Natural Disaster,Miami,25000,Submitted,47,,High,"A sudden hurricane damaged the policyholder's home and vehicle, causing roof collapse and extensive water damage."
173,RPT67890,2023-04-15,Vehicle Collision,Los Angeles,15000,Under Review,34,5.0,Medium,"During rush hour, the policyholder's car was rear-ended at a traffic light, resulting in significant damage to the vehicle's rear."
174,RPT12345,2023-04-20,Property Damage,Miami,8000,Submitted,45,,Low,"A tree branch fell on the policyholder's home during a severe storm, causing damage to the roof and one of the windows."
175,RPT67890,2023-04-15,Vehicle Collision,San Francisco,12000,Under Review,34,5.0,Medium,"The policyholder was involved in a rear-end collision at a traffic light, resulting in significant damage to the vehicle's rear."
176,RPT10001,2023-04-20,Personal Injury,New York,25000,Submitted,45,,High,"During a morning jog, the policyholder was bitten by an unleashed dog, leading to severe injuries and hospitalization."
177,RPT10002,2023-04-22,Vehicle Collision,Los Angeles,15000,Under Review,34,5.0,Medium,"The policyholder was involved in a rear-end collision at a traffic light, causing significant damage to the vehicle and minor injuries."
178,RPT10003,2023-04-25,Natural Disaster,Miami,25000,Submitted,45,,High,"A hurricane caused extensive damage to the policyholder’s property, resulting in roof loss and flooding. Immediate assistance is required."
179,RPT10007,2023-04-15,Vehicle Collision,San Francisco,12000,Under Review,34,5.0,Medium,Two vehicles collided at an intersection due to a failed traffic signal. Minor injuries reported. Both cars sustained significant damage.
180,RPT10023,2023-04-20,Natural Disaster,Miami,25000,Submitted,47,,High,"A severe hurricane damaged the roof and windows of the policyholder's home. No injuries, but significant property damage."
181,RPT10024,2023-04-15,Vehicle Collision,Los Angeles,12000,Under Review,34,5.0,Medium,Two cars collided at an intersection due to a failed traffic signal. Minor injuries reported and significant damage to both vehicles.
182,RPT10025,2023-04-20,Property Damage,Miami,8000,Submitted,47,,Low,"A tree fell on the policy holder's house during a severe storm, causing damage to the roof and one of the walls. No injuries were reported."
183,RPT10026,2023-04-15,Vehicle Collision,San Francisco,12000,Under Review,34,5.0,Medium,"Two vehicles collided at an intersection due to a failure to yield right of way. Minor injuries were reported, and both cars sustained significant damage."
184,RPT10234,2023-04-20,Natural Disaster,Miami,25000,Submitted,45,,High,A severe storm resulted in flooding and property damage. The policyholder's home sustained significant water damage and lost several valuable items.
185,RPT10876,2023-04-15,Vehicle Collision,San Francisco,12000,Under Review,34,5.0,Medium,Involved in a rear-end collision at a traffic light. The policyholder's car sustained damage to the rear bumper and trunk area. No serious injuries were reported.
186,RPT20034,2023-04-20,Property Damage,New York,8500,Approved,45,,Low,"A tree fell on the policyholder's home during a strong windstorm, causing damage to the roof and a second-story window. No injuries were reported."
